id,tempo,tempo_categorical,liveness,liveness_categorical,valence,valence_categorical,energy,energy_categorical,dance,dance_categorical,acoustic,acoustic_categorical,instrumental,instrumental_categorical,enjoy_life,resilience,balanced,emotional_flexibility,self_actualization,health,health_categorical,gender,age_range,hours_of_music,hours_of_music_categorical,traumatic_experience,#_songs_missing
156,100.1483333,Medium-Slow-tempo,0.463,High,0.3,Low-Valence,0.513333333,Low-Energy,0.642333333,High-dance,0.17193,Low,0.000160417,Low,3,6,1,2,5,17,Medium-Health,Male,18 - 30,0 - 1 hours,Low,No,0
157,118.183,Medium-Fast-tempo,0.366,High,0.300666667,Low-Valence,0.578666667,Low-Energy,0.775666667,High-dance,0.05277,Low,0.003796417,Low,0,0,3,2,4,9,Low-Health,Male,18 - 30,1-2 hours,Medium,No,0
158,119.021,Medium-Fast-tempo,0.148,Low,0.485333333,High-Valence,0.564666667,Low-Energy,0.821,High-dance,0.298383333,High,5.63E-05,Low,4,4,2,1,1,12,Medium-Health,Male,18 - 30,2+ hours,High,No,0
159,128.8043333,Medium-Fast-tempo,0.1637,Low,0.159666667,Low-Valence,0.375666667,Low-Energy,0.423666667,Low-dance,0.768333333,High,5.33E-06,Low,1,2,3,0,3,9,Low-Health,Female,18 - 30,2+ hours,High,Yes,0
160,114.093,Medium-Fast-tempo,0.0793,Low,0.655,High-Valence,0.366,Low-Energy,0.812,High-dance,0.36,High,0,Low,5,5,2,4,5,21,High-Health,Male,18 - 30,2+ hours,High,No,2
161,136.996,Fast-tempo,0.116333333,Low,0.535333333,High-Valence,0.513666667,Low-Energy,0.759,High-dance,0.224,High,0.00010983,Low,5,4,4,5,5,23,High-Health,Male,18 - 30,2+ hours,High,No,0
162,127.6753333,Medium-Fast-tempo,0.108,Low,0.45,Low-Valence,0.608333333,Low-Energy,0.699,High-dance,0.304333333,High,3.08E-06,Low,3,4,1,4,4,16,Medium-Health,Female,18 - 30,0 - 1 hours,Low,No,0
163,92.971,Medium-Slow-tempo,0.361,High,0.566,High-Valence,0.887,High-Energy,0.585,Low-dance,0.0244,Low,0,Low,3,4,3,2,4,16,Medium-Health,Female,18 - 30,2+ hours,High,No,2
164,134.9903333,Fast-tempo,0.134333333,Low,0.489,High-Valence,0.565,Low-Energy,0.803333333,High-dance,0.118596667,Low,0.00000183,Low,1,4,3,5,5,18,Medium-Health,Male,18 - 30,2+ hours,High,Yes,0
165,152.9616667,Fast-tempo,0.1162,Low,0.479666667,High-Valence,0.69,High-Energy,0.750333333,High-dance,0.211666667,Low,0.22200183,High,3,5,4,2,5,19,Medium-Health,Female,18 - 30,1-2 hours,Medium,No,0
166,119.9876667,Medium-Fast-tempo,0.105866667,Low,0.658,High-Valence,0.636333333,Low-Energy,0.825,High-dance,0.189866667,Low,1.98E-06,Low,6,4,5,4,4,23,High-Health,Female,18 - 30,2+ hours,High,Yes,0
167,108.43,Medium-Slow-tempo,0.22,High,0.615666667,High-Valence,0.812,High-Energy,0.571,Low-dance,0.01828,Low,0.0021806,Low,4,4,2,4,5,19,Medium-Health,Male,18 - 30,1-2 hours,Medium,No,0
168,129.4956667,Medium-Fast-tempo,0.157733333,Low,0.214,Low-Valence,0.499,Low-Energy,0.535,Low-dance,0.094433333,Low,0.000260363,Low,2,4,3,2,5,16,Medium-Health,Female,18 - 30,1-2 hours,Medium,No,0
169,117.653,Medium-Fast-tempo,0.080766667,Low,0.535,High-Valence,0.578,Low-Energy,0.637333333,High-dance,0.162066667,Low,0.00047798,Low,1,1,4,0,4,10,Low-Health,Female,18 - 30,0 - 1 hours,Low,Yes,0
170,154.2953333,Fast-tempo,0.336866667,High,0.401666667,Low-Valence,0.913333333,High-Energy,0.397,Low-dance,0.0002292,Low,0.279735333,High,2,4,5,4,5,20,Medium-Health,Male,18 - 30,2+ hours,High,No,0
171,122.361,Medium-Fast-tempo,0.21,High,0.396333333,Low-Valence,0.61,Low-Energy,0.629,High-dance,0.260633333,High,0.001872503,Low,3,3,2,4,4,16,Medium-Health,Female,18 - 30,1-2 hours,Medium,No,0
172,116.818,Medium-Fast-tempo,0.2688,High,0.54,High-Valence,0.715666667,High-Energy,0.627666667,Low-dance,0.221566667,High,5.97E-07,Low,4,6,3,6,6,25,High-Health,Male,18 - 30,2+ hours,High,Yes,0
173,133.939,Fast-tempo,0.179,Low,0.473333333,High-Valence,0.816666667,High-Energy,0.581333333,Low-dance,0.06292,Low,0.0000034,Low,2,5,4,3,3,17,Medium-Health,Male,18 - 30,1-2 hours,Medium,No,0
174,115.8716667,Medium-Fast-tempo,0.1844,Low,0.433,Low-Valence,0.746666667,High-Energy,0.598666667,Low-dance,0.127566667,Low,0.0044,Low,3,3,3,3,3,15,Medium-Health,Male,18 - 30,2+ hours,High,Yes,0
175,138.677,Fast-tempo,0.147666667,Low,0.586333333,High-Valence,0.610666667,Low-Energy,0.815333333,High-dance,0.148233333,Low,0.0000958,Low,4,5,2,4,3,18,Medium-Health,Male,18 - 30,1-2 hours,Medium,Yes,0
176,87.33033333,Slow-tempo,0.1409,Low,0.591666667,High-Valence,0.607,Low-Energy,0.754333333,High-dance,0.373666667,High,0.000121,Low,3,3,2,2,4,14,Medium-Health,Female,18 - 30,2+ hours,High,No,0
177,134.548,Fast-tempo,0.141333333,Low,0.377666667,Low-Valence,0.795666667,High-Energy,0.567333333,Low-dance,0.267333333,High,0.043026667,Low,3,4,5,3,3,18,Medium-Health,Female,17 & Under,1-2 hours,Medium,No,0
178,121.3053333,Medium-Fast-tempo,0.101966667,Low,0.571666667,High-Valence,0.557,Low-Energy,0.839333333,High-dance,0.1605,Low,0.001053333,Low,6,6,3,6,6,27,High-Health,Male,18 - 30,1-2 hours,Medium,Yes,0
179,123.004,Medium-Fast-tempo,0.1006,Low,0.490666667,High-Valence,0.597666667,Low-Energy,0.745666667,High-dance,0.498466667,High,0.015293333,Low,5,3,6,4,2,20,Medium-Health,Female,18 - 30,2+ hours,High,No,0
180,122.107,Medium-Fast-tempo,0.215666667,High,0.420333333,Low-Valence,0.706333333,High-Energy,0.558333333,Low-dance,0.180668637,Low,0.377333333,High,4,4,3,3,5,19,Medium-Health,Female,18 - 30,2+ hours,High,No,0
181,113.278,Medium-Fast-tempo,0.1825,Low,0.339,Low-Valence,0.643,Low-Energy,0.611333333,Low-dance,0.124506667,Low,0.00082,Low,5,4,5,3,3,20,Medium-Health,Female,17 & Under,1-2 hours,Medium,Yes,0
182,129.633,Medium-Fast-tempo,0.289,High,0.346,Low-Valence,0.751,High-Energy,0.3995,Low-dance,0.299605,High,0.00021556,Low,3,6,2,6,4,21,High-Health,Male,18 - 30,0 - 1 hours,Low,Yes,1
183,116.3563333,Medium-Fast-tempo,0.326333333,High,0.521666667,High-Valence,0.666333333,High-Energy,0.671333333,High-dance,0.350933333,High,0,Low,4,4,2,2,4,16,Medium-Health,Male,18 - 30,2+ hours,High,No,0
184,135.0013333,Fast-tempo,0.215,High,0.365,Low-Valence,0.692,High-Energy,0.740666667,High-dance,0.1022,Low,0.00002533,Low,5,6,5,5,6,27,High-Health,Male,18 - 30,2+ hours,High,Yes,0
185,115.3226667,Medium-Fast-tempo,0.292,High,0.713666667,High-Valence,0.763333333,High-Energy,0.718666667,High-dance,0.191163333,Low,1.36E-05,Low,4,5,5,4,6,24,High-Health,Female,18 - 30,1-2 hours,Medium,No,0
186,132.936,Fast-tempo,0.172933333,Low,0.634333333,High-Valence,0.658666667,High-Energy,0.721333333,High-dance,0.253333333,High,8.07E-07,Low,3,4,5,3,3,18,Medium-Health,Male,18 - 30,1-2 hours,Medium,No,0
187,129.046,Medium-Fast-tempo,0.096333333,Low,0.562666667,High-Valence,0.526666667,Low-Energy,0.731333333,High-dance,0.165933333,Low,3.97E-06,Low,6,4,4,4,4,22,High-Health,Female,18 - 30,2+ hours,High,No,0
188,120.8506667,Medium-Fast-tempo,0.230333333,High,0.714666667,High-Valence,0.827666667,High-Energy,0.728,High-dance,0.034703333,Low,0.000203667,Low,3,4,5,4,6,22,High-Health,Male,18 - 30,2+ hours,High,Yes,0
189,126.033,Medium-Fast-tempo,0.120333333,Low,0.484666667,High-Valence,0.612333333,Low-Energy,0.659666667,High-dance,0.08726,Low,1.53E-05,Low,3,4,4,3,4,18,Medium-Health,Female,18 - 30,2+ hours,High,No,0
190,126.2306667,Medium-Fast-tempo,0.279666667,High,0.564666667,High-Valence,0.855666667,High-Energy,0.493333333,Low-dance,0.017887,Low,0.246666667,High,4,4,4,3,5,20,Medium-Health,Female,18 - 30,2+ hours,High,Yes,0
191,128.3523333,Medium-Fast-tempo,0.228666667,High,0.208,Low-Valence,0.547,Low-Energy,0.581,Low-dance,0.045773333,Low,0.001333333,Low,5,6,5,6,5,27,High-Health,Male,18 - 30,1-2 hours,Medium,No,0
192,140.8136667,Fast-tempo,0.391966667,High,0.728,High-Valence,0.703666667,High-Energy,0.528333333,Low-dance,0.612666667,High,0.001714843,Low,5,4,4,5,6,24,High-Health,Male,18 - 30,0 - 1 hours,Low,Yes,0
193,156.376,Fast-tempo,0.122,Low,0.249,Low-Valence,0.544,Low-Energy,0.41,Low-dance,0.522333333,High,0.00214,Low,3,4,3,4,5,19,Medium-Health,Male,18 - 30,1-2 hours,Medium,Yes,0
194,151.9773333,Fast-tempo,0.177,Low,0.784333333,High-Valence,0.853333333,High-Energy,0.557333333,Low-dance,0.070436667,Low,0.00000077,Low,2,4,4,3,2,15,Medium-Health,Female,18 - 30,1-2 hours,Medium,No,0
195,159.81,Fast-tempo,0.222666667,High,0.334666667,Low-Valence,0.822,High-Energy,0.488333333,Low-dance,0.01551,Low,0.000676667,Low,6,5,6,6,6,29,High-Health,Male,18 - 30,2+ hours,High,No,0
196,134.6723333,Fast-tempo,0.097066667,Low,0.180933333,Low-Valence,0.492,Low-Energy,0.554666667,Low-dance,0.530333333,High,0.005799967,Low,5,4,4,4,5,22,High-Health,Female,18 - 30,1-2 hours,Medium,No,0
197,126.0475,Medium-Fast-tempo,0.2575,High,0.5555,High-Valence,0.7625,High-Energy,0.626,Low-dance,0.04615,Low,0,Low,1,3,2,2,2,10,Low-Health,Female,18 - 30,0 - 1 hours,Low,No,1
199,129.0373333,Medium-Fast-tempo,0.220666667,High,0.389333333,Low-Valence,0.569,Low-Energy,0.756666667,High-dance,0.2493,High,0.00000723,Low,3,3,2,2,4,14,Medium-Health,Male,18 - 30,2+ hours,High,No,0
200,109.0376667,Medium-Slow-tempo,0.125433333,Low,0.444333333,Low-Valence,0.738333333,High-Energy,0.617333333,Low-dance,0.079033333,Low,0.041342553,Low,5,5,5,5,6,26,High-Health,Female,30+,1-2 hours,Medium,No,0
201,128.2273333,Medium-Fast-tempo,0.114666667,Low,0.223666667,Low-Valence,0.554,Low-Energy,0.624666667,Low-dance,0.1277,Low,0,Low,3,4,4,3,5,19,Medium-Health,Male,18 - 30,1-2 hours,Medium,No,0
202,125.365,Medium-Fast-tempo,0.115533333,Low,0.411,Low-Valence,0.601666667,Low-Energy,0.707,High-dance,0.207333333,Low,0.000908497,Low,3,3,5,2,6,19,Medium-Health,Female,17 & Under,2+ hours,High,No,0
203,125.3836667,Medium-Fast-tempo,0.193,High,0.315666667,Low-Valence,0.638333333,Low-Energy,0.6,Low-dance,0.200166667,Low,6.25E-05,Low,3,2,2,5,5,17,Medium-Health,Female,18 - 30,1-2 hours,Medium,No,0
204,116.763,Medium-Fast-tempo,0.2968,High,0.423333333,Low-Valence,0.413333333,Low-Energy,0.413666667,Low-dance,0.446666667,High,0.002070167,Low,3,5,0,5,4,17,Medium-Health,Male,18 - 30,1-2 hours,Medium,No,0
205,129.068,Medium-Fast-tempo,0.44175,High,0.7295,High-Valence,0.737,High-Energy,0.7,High-dance,0.3825,High,0,Low,3,5,2,5,4,19,Medium-Health,Female,18 - 30,2+ hours,High,Yes,1
206,125.5563333,Medium-Fast-tempo,0.240666667,High,0.542333333,High-Valence,0.763666667,High-Energy,0.625,Low-dance,0.1164,Low,0.0017,Low,5,5,4,6,5,25,High-Health,Male,18 - 30,2+ hours,High,No,0
207,124.76,Medium-Fast-tempo,0.2513,High,0.485333333,High-Valence,0.863,High-Energy,0.622333333,Low-dance,0.11242,Low,0.00000054,Low,3,6,6,6,6,27,High-Health,Male,18 - 30,0 - 1 hours,Low,Yes,0
208,147.792,Fast-tempo,0.210333333,High,0.379333333,Low-Valence,0.649333333,High-Energy,0.673,High-dance,0.163633333,Low,0.00000046,Low,5,6,4,6,4,25,High-Health,Male,18 - 30,2+ hours,High,Yes,0
209,108.9883333,Medium-Slow-tempo,0.291533333,High,0.495666667,High-Valence,0.755,High-Energy,0.773333333,High-dance,0.208166667,Low,0.000467357,Low,5,4,5,3,4,21,High-Health,Female,18 - 30,2+ hours,High,Yes,0
210,111.2943333,Medium-Fast-tempo,0.188333333,Low,0.404333333,Low-Valence,0.599666667,Low-Energy,0.550333333,Low-dance,0.227,High,0,Low,4,5,4,5,6,24,High-Health,Female,18 - 30,2+ hours,High,No,0
211,110.1876667,Medium-Slow-tempo,0.342333333,High,0.408666667,Low-Valence,0.614933333,Low-Energy,0.483333333,Low-dance,0.297973333,High,8.49E-05,Low,4,5,4,5,3,21,High-Health,Female,18 - 30,2+ hours,High,Yes,0
212,150.109,Fast-tempo,0.22,High,0.63,High-Valence,0.847,High-Energy,0.67,High-dance,0.0156,Low,0,Low,4,4,4,5,4,21,High-Health,Female,18 - 30,2+ hours,High,Yes,2
213,136.653,Fast-tempo,0.1157,Low,0.509333333,High-Valence,0.846333333,High-Energy,0.520333333,Low-dance,0.086396667,Low,0.001646667,Low,2,2,3,4,5,16,Medium-Health,Female,18 - 30,2+ hours,High,No,0
214,129.2856667,Medium-Fast-tempo,0.196733333,High,0.481,High-Valence,0.665666667,High-Energy,0.729333333,High-dance,0.41,High,0.0000092,Low,2,6,2,4,4,18,Medium-Health,Female,18 - 30,2+ hours,High,No,0
215,125.6376667,Medium-Fast-tempo,0.125866667,Low,0.519666667,High-Valence,0.687,High-Energy,0.655666667,High-dance,0.190666667,Low,0.00000721,Low,4,3,4,2,4,17,Medium-Health,Female,18 - 30,1-2 hours,Medium,Yes,0
216,141.978,Fast-tempo,0.2455,High,0.585,High-Valence,0.909,High-Energy,0.464,Low-dance,0.002096,Low,0.0000039,Low,5,5,3,5,5,23,High-Health,Female,18 - 30,1-2 hours,Medium,Yes,1
217,112.3145,Medium-Fast-tempo,0.255,High,0.439,Low-Valence,0.3475,Low-Energy,0.5925,Low-dance,0.1915,Low,0.0595,High,5,6,5,6,4,26,High-Health,Male,18 - 30,2+ hours,High,No,1
218,105.2226667,Medium-Slow-tempo,0.1239,Low,0.412333333,Low-Valence,0.644666667,High-Energy,0.636,High-dance,0.373333333,High,0,Low,4,4,6,5,5,24,High-Health,Female,18 - 30,2+ hours,High,No,0
219,93.33866667,Medium-Slow-tempo,0.135533333,Low,0.233333333,Low-Valence,0.393666667,Low-Energy,0.742666667,High-dance,0.412366667,High,0.289154667,High,4,5,4,5,5,23,High-Health,Female,18 - 30,2+ hours,High,Yes,0
220,132.267,Fast-tempo,0.126933333,Low,0.531,High-Valence,0.876333333,High-Energy,0.610333333,Low-dance,0.1222,Low,0.043026667,Low,3,5,3,3,6,20,Medium-Health,Female,30+,0 - 1 hours,Low,Yes,0
221,112.6423333,Medium-Fast-tempo,0.097433333,Low,0.382,Low-Valence,0.664,High-Energy,0.633666667,High-dance,0.067533333,Low,0.021746667,Low,4,5,3,4,4,20,Medium-Health,Female,18 - 30,2+ hours,High,Yes,0
222,90.598,Slow-tempo,0.0696,Low,0.0596,Low-Valence,0.315,Low-Energy,0.2785,Low-dance,0.922,High,0.9175,High,6,5,6,6,6,29,High-Health,Female,18 - 30,1-2 hours,Medium,No,1
223,143.7853333,Fast-tempo,0.1948,High,0.489066667,High-Valence,0.767666667,High-Energy,0.658333333,High-dance,0.055046667,Low,0.001879,Low,2,1,3,0,3,9,Low-Health,Female,18 - 30,2+ hours,High,Yes,0
224,121.9683333,Medium-Fast-tempo,0.143933333,Low,0.412,Low-Valence,0.559666667,Low-Energy,0.620666667,Low-dance,0.29125,High,0.00094419,Low,3,3,4,2,5,17,Medium-Health,Female,18 - 30,2+ hours,High,No,0
225,129.6866667,Medium-Fast-tempo,0.180666667,Low,0.4,Low-Valence,0.69,High-Energy,0.619666667,Low-dance,0.104266667,Low,0.00000183,Low,4,3,5,5,4,21,High-Health,Female,18 - 30,2+ hours,High,No,0
226,114.6973333,Medium-Fast-tempo,0.222,High,0.406966667,Low-Valence,0.69,High-Energy,0.606,Low-dance,0.296633333,High,0.000343333,Low,5,2,6,2,4,19,Medium-Health,Female,18 - 30,1-2 hours,Medium,Yes,0
227,100.3023333,Medium-Slow-tempo,0.180333333,Low,0.174333333,Low-Valence,0.4483,Low-Energy,0.560666667,Low-dance,0.356943333,High,0.000118333,Low,4,5,1,5,2,17,Medium-Health,Female,18 - 30,2+ hours,High,Yes,0
228,129.501,Medium-Fast-tempo,0.327,High,0.299,Low-Valence,0.701,High-Energy,0.592,Low-dance,0.0451,Low,0,Low,2,4,6,5,5,22,High-Health,Male,18 - 30,1-2 hours,Medium,No,2
229,94.86666667,Medium-Slow-tempo,0.163733333,Low,0.431,Low-Valence,0.670333333,High-Energy,0.532,Low-dance,0.131986667,Low,0.007347367,Low,4,5,3,4,3,19,Medium-Health,Female,17 & Under,2+ hours,High,Yes,0
230,142.625,Fast-tempo,0.086833333,Low,0.658,High-Valence,0.713333333,High-Energy,0.738,High-dance,0.07324,Low,3.51E-05,Low,3,3,3,4,5,18,Medium-Health,Male,18 - 30,2+ hours,High,No,0
231,101.3553333,Medium-Slow-tempo,0.0972,Low,0.297666667,Low-Valence,0.506666667,Low-Energy,0.599666667,Low-dance,0.471666667,High,0.000833677,Low,5,5,3,5,5,23,High-Health,Female,18 - 30,0 - 1 hours,Low,No,0
232,124.538,Medium-Fast-tempo,0.251866667,High,0.553666667,High-Valence,0.711333333,High-Energy,0.560666667,Low-dance,0.023270067,Low,0.011176333,Low,2,3,4,3,3,15,Medium-Health,Male,18 - 30,1-2 hours,Medium,Yes,0
233,117.334,Medium-Fast-tempo,0.2723,High,0.751,High-Valence,0.701666667,High-Energy,0.602,Low-dance,0.048933333,Low,3.67E-05,Low,4,5,4,5,5,23,High-Health,Female,18 - 30,0 - 1 hours,Low,Yes,0
234,110.6493333,Medium-Slow-tempo,0.1031,Low,0.553,High-Valence,0.588333333,Low-Energy,0.834333333,High-dance,0.330333333,High,0.273333333,High,0,3,3,1,1,8,Low-Health,Female,18 - 30,2+ hours,High,No,0
